Name,Role,Company,Rating,Reviews,Price,Country,Bio,Skills,Top Mentor,Quick Responder,Spots Left,url
Pepe Corral🇪🇸,Head of Brands Partnerships and Lead Generation,Amazon,0,0,180,Spain,Welcome to your transformative journey towards unlocking your full potential in the dynamic realms of technology and business! With a passion for empo...,"Amazon, Operations, eCommerce, Writing, Business Model, Business Plan",No,Yes,,https://mentorcruise.com/mentor/pepecorral/?queryID=e0b078291106a80fda20ba952beac34d&source=search
David Barker,UX Consultant,McShefferty Ltd,0,0,100,United Kingdom,"I am experienced in leading UX and research activities across product-led organisations, with experience at all stages of the product lifecycle from p...","User Experience, User Research, Product Strategy, Qualitative Research, Prototyping, System Design",No,Yes,,https://mentorcruise.com/mentor/davidbarker/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Brian Peaston,Design Program Manager,,5,1,80,United Kingdom,"Brian W. F. Peaston MCSD™, BA (Hons.) Reputation: Design Programs, Studio Management, and Design Thinking. Today: Design Program Manager for Applicati...","Design Management, Mentorship, Branding, UX Design, Product Design, Career Coaching",No,Yes,,https://mentorcruise.com/mentor/brianpeaston/?queryID=e0b078291106a80fda20ba952beac34d&source=search
Yana Senina🇨🇭,Job Search Expert & Founder,Recruitment Backstage | Ex-Google/Meta Recruiter,0,0,360,Switzerland,"I am a former recruiter at Google and Meta turned founder. I’ve created the first Job Search Academy in Europe, where I demystify how big corporations...","CV, Cv Review, Job Search, Interview, Interview Preparation, Mock Interviews",No,Yes,,https://mentorcruise.com/mentor/yanasenina/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Yiannos Georgantas,Senior Software Engineer .NET,Ocean Technologies Group,0,0,240,United Kingdom,"As a Senior Software Engineer with extensive experience in technologies like C#, .NET, Azure, and a strong academic background in AI and Software Engi...","C#, .NET, Programming, Software Architecture, Interview Preparation, Web Development",No,Yes,,https://mentorcruise.com/mentor/yiannosgeorgantas/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Blessing Mbipom,Senior User Researcher,,0,0,70,United Kingdom,"🚀 If you’re struggling to navigate the complexities of UX research and need clear, actionable guidance, book a call today for structured mentoring th...","UX Research, User Centered Design, User Research, Usability Testing, UX Strategy, User Research Planning",No,Yes,,https://mentorcruise.com/mentor/blessingmbipom/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Francesca Porricolo🇮🇹,UX & Service Design Strategist,Cerved — Former Accenture,0,0,150,Italy,4 y experience in Service Design 1 ADI design index + 2 project prizes won 1 personal project going on 1 cat named Lucifero 😻 Currently engaged in a ...,"Design Thinking, Service Design, Circular Economy, Business Design, Lean Startup, Strategy",No,Yes,,https://mentorcruise.com/mentor/francescaporricolo/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Vale Querini🇩🇪,"Product Design Team Lead, UX Consultant and Design Educator | 10+ years of experience",,0,0,60,Germany,Hi! 👋 Nice to meet you. My name is Vale and my pronouns are they/them. People who work with me know me as a skilled and socially responsible UX consu...,"Inclusive Design, UX Design, UX Research, User Research, Product Design, Design Strategy",No,Yes,,https://mentorcruise.com/mentor/valequerini/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Olatunji Fagbore,Squad Lead,Mission,0,0,40,United Kingdom,"An Innovative & Certified Agile Product Manager with over 5 years of experience with all facets of product management driving customer research, marke...","Product Management, Product Strategy, Product Development, Research, A/B Testing, Roadmap",No,Yes,,https://mentorcruise.com/mentor/olatunjifagbore/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Daniela Felipucci🇨🇭,"Vice President, Head of Global Medical Education",Straumann Group,0,0,240,Switzerland,"Hey, here is Daniela. If you decide to work together, you will find a mentor with more than 15 years in corporate positions who is recognized as a pas...","Leadership, Management, Women Empowerment, Communication, Difficult Conversation, Career Development",No,Yes,,https://mentorcruise.com/mentor/danielafelipucci/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Carlo Beschi,Lead Agile Coach,Treatwell,0,0,200,United Kingdom,"I help others make their things happen. I am a modern leader and a hands-off manager, with a broad skill set and a significant experience in both soft...","Agile Coach, Agile, Leadership, Management, Facilitation, Project Management",No,Yes,,https://mentorcruise.com/mentor/carlobeschi/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Aggelos Mouzakitis,Product Growth consultant,,0,0,300,Greece,"Hi, I am Aggelos. 2024 has thrown us curveballs, and with VC funding drying up, it’s survival of the fittest. Businesses are shedding the excess to be...","SaaS, Growth, Product Marketing, Pricing, Retention, Product Led Growth",No,Yes,,https://mentorcruise.com/mentor/aggelosmouzakitis/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Chris Honey🇪🇸,"Senior Product Manager, Technical",Amazon,0,0,200,Spain,"Let me help you prepare for your interview at Amazon! I have 8+ years of experience in product, most recently leading seasonal events discovery for th...","Interview Preparation, Career Coaching, Product Management, Product Strategy, Stakeholder Management, Product",No,Yes,,https://mentorcruise.com/mentor/chrishoney/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
George Beverley,Co-founder & Visiting Lecturer,Runway,0,0,180,United Kingdom,"Hi there, I'm George Beverley and I offer mentoring services for those working in or getting into customer Insights and Customer Experience (CX). I am...","Prototyping, Workshops, Wireframing, Positioning, Value Proposition, Customer Journey Mapping",No,Yes,,https://mentorcruise.com/mentor/georgebeverley/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Ivan Rodriguez🇪🇸,Engineering Manager,,0,0,140,Spain,"I am Ivan Rodriguez, an Engineering Manager at Unnax, a company of Powens Groups. I have been in this role since July 2024 and, among other responsibi...","Leadership, Technical Leadership, Engineering Leadership, Startup, Interview, Development",No,Yes,,https://mentorcruise.com/mentor/ivanrodriguez/?queryID=0616b39638dcd31d539252e6bd914e5b&source=search
Krystian Cybulski🇵🇱,Fractional CTO,Koliber Services,0,0,230,Poland,"I am an engineer at heart and love to build things. I started building software over 20 years ago, and went on to build teams and eventually whole eng...","Engineering Management, Okr, Python, SaaS, Startup, Engineering Leadership",No,Yes,,https://mentorcruise.com/mentor/krystiancybulski/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Haydyn Phillips,Dir. UX,AstraZeneca,0,0,240,United Kingdom,"I'm a highly skilled and experienced UX professional with over 15+ years of commercial experience across applied Research, Design, Strategy, Behaviour...","Data Science, Interaction Design, UX Research, Team Leadership, Human Computer Interaction, Psychology",No,Yes,,https://mentorcruise.com/mentor/haydynphillips/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Lars Wiedemann🇩🇰,"Strategic Design Director, UX & Insights",Manyone,0,0,150,Denmark,"👋 Want to boost your UX, Research or Digital Strategy skills? I offer +20 years of agency experience working with design thinking to identify, valida...","Design Thinking, User Experience Design, UX Design, UX Research, Design Strategy, Digital Strategy",No,Yes,,https://mentorcruise.com/mentor/larswiedemann/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Aleena Baig,Senior Software Engineer,Suvera,0,0,230,United Kingdom,"I'm a senior software engineer at a health-tech startup in London, where I tech lead a small team of engineers and specialise in full-stack developmen...","Typescript, JavaScript, React, Web Development, HTML, CSS",No,Yes,,https://mentorcruise.com/mentor/aleenabaig/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Flemming Morsch🇩🇰,Chief Data Officer,Dianox,0,0,240,Denmark,"Hello there, my name is Flemming and I love helping curious minds to develop their skills in data science and engineering. I've got a scientific backg...","Data Science, Machine Learning, Data Engineering, AWS, Consulting, Management Consulting",No,Yes,,https://mentorcruise.com/mentor/flemmingmorsch/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Florian Clanet🇫🇷,Prototype Architect,Amazon Web Services,0,0,110,France,"I am a Prototype Architect at AWS (Amazon Web Services). I'm a Cloud Enthusiast and passionate about tech, devops, security and machine learning. I ha...","AWS, Cloud, DevOps, Software Architecture, Software Engineering, Software Development",No,Yes,,https://mentorcruise.com/mentor/florianclanet/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Mark Somerfield,CTO | Coach,Hostology | Skiller Whale,0,0,360,United Kingdom,"Hi, I'm Mark! I've been working in software and product development since 2005 - as Engineer, Tech Lead, Coach, VP of Engineering and CTO. I like to w...","CTO, Startups, Engineering Leadership, ReactJS, .NET, Database",No,Yes,,https://mentorcruise.com/mentor/marksomerfield/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Mihaela Filip,Marketing Consultant | Fractional Marketing,Multi Channel Leads,0,0,300,United Kingdom,"I am Mihaela Filip, the founder of Multi-Channel Leads, a London-based fractional channel marketing agency, and WFH Coaching, a coaching solution that...","Marketing, Growth Marketing, Go To Market, Marketing Strategy, B2B, Career Growth",No,Yes,,https://mentorcruise.com/mentor/mihaelafilip/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Dimitris Katsios,ML Engineer,,0,0,240,Greece,"I am currently working as a Software Developer and ML Engineer contractor for various companies. My daily work involves building APIs, using Large Lan...","Machine Learning, AI, Computer Vision, PyTorch, Python, Keras",No,Yes,,https://mentorcruise.com/mentor/dimitriskatsios/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Stephen Cleary,Senior Product Designer,British Airways,0,0,110,United Kingdom,"Hey there! 👋 I’m Stephen and I’ve been in the digital product space for over 6 years. I’ve worked across the charity, education and hospitality secto...","Portfolio Review, Interview Preparation, Design Systems, User Experience Design, Journey Mapping, Information Architecture",No,Yes,,https://mentorcruise.com/mentor/stephencleary/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Ahmed Hadhri🇹🇳,Startup Advisor & Ecosytem Builder/Connector,,0,0,240,Tunisia,A former Startup Founder who has +8 years of experience in actively supporting Startup ecosystems and who is investing his time (money soon) in helpin...,"Community Building, Venture Building, Ecosystem Building, Program Management, Event Management, Supporting Startups",No,Yes,,https://mentorcruise.com/mentor/ahmedhadhri/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Julia Zaytseva🇳🇱,Senior Product Designer,Dott,0,0,240,Netherlands,"I'm a Senior Product Designer with 12 years of experience, background in software engineering, and a special interest in design systems and typography...","UX Design, Product Design, Collaboration, Visual Design, UI Design, Figma",No,Yes,,https://mentorcruise.com/mentor/juliazaytseva/?queryID=82bfb50cd1cf4129271d4cdfc6b5b7f3&source=search
Suman Chatterjee,Analytics Lead @ HSBC,,0,0,80,United Kingdom,"Hi, I’m Suman Chatterjee, and my journey in data and analytics has been a blend of hard work, learning, and seizing opportunities along the way. I gre...","Data Analytics, Data Science, Marketing Analytics, Financial Services, Predictive Modeling, Strategic Decision Making",No,Yes,,https://mentorcruise.com/mentor/sumanchatterjee/?queryID=14ab0d72400acd687ade583fe479f0e9&source=search
Nikesh Patel,AI Senior Service Designer,London Stock Exchange,0,0,240,United Kingdom,"Hi there, I'm Nikesh, a Career Coach & Service/Product Designer. I have worked in the Digital Tech Industry for the last 8 years. Currently at the Lon...","Service Design, AI, Research, Product Management, Leadership, Product",No,Yes,,https://mentorcruise.com/mentor/nikeshpatel/?queryID=14ab0d72400acd687ade583fe479f0e9&source=search
Veronique Ziliotto🇱🇺,Chief Product Officer | ex-Amazon |  Product advisor,ellan,0,0,110,Luxembourg,"Hi 👋 I'm Veronique, a product leader with 15 years experience in companies such as Amazon, the European Space Agency and tech startups. I've managed ...","Product, Product Management, Product Strategy, Hiring, Mindset, Career Growth",No,Yes,,https://mentorcruise.com/mentor/veroniqueziliotto/?queryID=14ab0d72400acd687ade583fe479f0e9&source=search
Meltem Naz Kaso Coskun🇪🇸,UX Research Manager,"ex-Glovo, ex-NTT Data",0,0,240,Spain,"I'm a UX leader based in Barcelona with over ten years of experience working in different companies and projects. Before coming to Spain, I lived and ...","UX Design, UX Research, UX Strategy, UX/UI, UX/UI Design, Product",No,Yes,,https://mentorcruise.com/mentor/meltemnazkasocoskun/?queryID=14ab0d72400acd687ade583fe479f0e9&source=search
Sandeep jindal🇩🇪,Senior staff engineer,Hellofresh,0,0,100,Germany,Technical leader & coach with 11 years experience tackling complex problems. Passionate about fostering engineers' growth through mentorship & buildin...,"Software Architecture, Software Engineering, Engineering Leadership, Mentorship, Distributed Systems, System Design",No,Yes,,https://mentorcruise.com/mentor/sandeepjindal/?queryID=14ab0d72400acd687ade583fe479f0e9&source=search
